,eps,marg_err,inv_err,inv_m_err,algo
0,0.01,0.022905405405405414,0.044189189189189196,0.04912162162162163,SVM
1,0.03,0.058108108108108104,0.08155405405405405,0.09094594594594593,SVM
2,0.05,0.0827027027027027,0.10594594594594595,0.11621621621621622,SVM
3,0.1,0.14844594594594596,0.15452702702702703,0.16702702702702704,SVM
4,0.15,0.20560810810810812,0.20608108108108106,0.21506756756756756,SVM
5,0.2,0.2545945945945946,0.25682432432432434,0.26135135135135135,SVM
6,0.01,0.0035135135135135145,0.002702702702702704,0.0033783783783783794,DT
7,0.03,0.032229729729729734,0.002702702702702704,0.006351351351351351,DT
8,0.05,0.06378378378378377,0.002702702702702704,0.01743243243243243,DT
9,0.1,0.12263513513513513,0.09574324324324325,0.11432432432432434,DT
10,0.15,0.17844594594594593,0.19047297297297297,0.2,DT
11,0.2,0.23385135135135132,0.23297297297297298,0.2397972972972972,DT
12,0.01,0.0027702702702702723,0.002702702702702704,0.002702702702702704,KNN
13,0.03,0.020270270270270264,0.002702702702702704,0.006013513513513515,KNN
14,0.05,0.03777027027027027,0.002702702702702704,0.012364864864864865,KNN
15,0.1,0.0941891891891892,0.002702702702702704,0.03641891891891892,KNN
16,0.15,0.16493243243243244,0.10283783783783784,0.1216216216216216,KNN
17,0.2,0.2289864864864865,0.19743243243243241,0.19743243243243241,KNN
18,0.01,0.011891891891891899,0.012972972972972984,0.014054054054054067,Ada
19,0.03,0.03554054054054053,0.04668918918918918,0.048040540540540536,Ada
20,0.05,0.05763513513513513,0.06331081081081082,0.06574324324324324,Ada
21,0.1,0.12520270270270267,0.12445945945945946,0.13,Ada
22,0.15,0.17675675675675678,0.1587162162162162,0.1670945945945946,Ada
23,0.2,0.20858108108108103,0.1829054054054054,0.19337837837837837,Ada
24,0.01,0.01263513513513514,0.0031756756756756766,0.007905405405405404,GNB
25,0.03,0.037229729729729724,0.021621621621621623,0.03432432432432432,GNB
26,0.05,0.05831081081081081,0.05412162162162162,0.06499999999999999,GNB
27,0.1,0.10547297297297298,0.10432432432432433,0.12513513513513513,GNB
28,0.15,0.1575675675675676,0.15087837837837836,0.18364864864864866,GNB
29,0.2,0.20439189189189189,0.19783783783783782,0.23925675675675678,GNB
30,0.01,0.015472972972972981,0.04087837837837838,0.04304054054054054,MPR
31,0.03,0.05918918918918918,0.07087837837837838,0.07993243243243242,MPR
32,0.05,0.08554054054054054,0.09135135135135135,0.10168918918918916,MPR
33,0.1,0.14533783783783782,0.14270270270270272,0.15418918918918917,MPR
34,0.15,0.20155405405405405,0.19945945945945948,0.2125,MPR
35,0.2,0.24858108108108107,0.2541216216216216,0.2643243243243243,MPR
36,0.01,0.01885135135135136,0.02297297297297298,0.025405405405405413,RF
37,0.03,0.051148648648648654,0.06945945945945944,0.079527027027027,RF
38,0.05,0.07743243243243243,0.09277027027027027,0.10256756756756755,RF
39,0.1,0.14094594594594598,0.14324324324324322,0.15770270270270267,RF
40,0.15,0.19554054054054054,0.19641891891891888,0.21486486486486486,RF
41,0.2,0.24155405405405403,0.24533783783783783,0.2632432432432433,RF
42,0.01,0.0035714285714285735,0.0035714285714285735,0.0035714285714285735,QDA
43,0.03,0.004922779922779924,0.0035714285714285735,0.0035714285714285735,QDA
44,0.05,0.006081081081081082,0.0035714285714285735,0.004150579150579151,QDA
45,0.1,0.016216216216216214,0.0035714285714285735,0.006081081081081082,QDA
46,0.15,0.045077220077220086,0.0035714285714285735,0.009749034749034751,QDA
47,0.2,0.08204633204633205,0.0035714285714285735,0.015347490347490346,QDA
