,eps,marg_err,inv_err,inv_m_err,algo
0,0.01,0.010480000000000008,0.010560000000000009,0.010560000000000009,SVM
1,0.03,0.030340000000000023,0.030160000000000027,0.030160000000000027,SVM
2,0.05,0.04906000000000003,0.049140000000000024,0.049140000000000024,SVM
3,0.1,0.09999999999999996,0.10019999999999998,0.10019999999999998,SVM
4,0.15,0.15056,0.1508,0.1508,SVM
5,0.2,0.20128,0.20126000000000005,0.20126000000000005,SVM
6,0.01,0.0006600000000000005,0.0005400000000000005,0.0005400000000000005,DT
7,0.03,0.026520000000000023,0.026620000000000026,0.026740000000000024,DT
8,0.05,0.04760000000000003,0.04774000000000004,0.047840000000000035,DT
9,0.1,0.09827999999999996,0.09891999999999998,0.09901999999999997,DT
10,0.15,0.14786000000000005,0.14700000000000002,0.14708000000000004,DT
11,0.2,0.19638,0.19582000000000002,0.19592,DT
12,0.01,0.001220000000000001,0.001220000000000001,0.001220000000000001,KNN
13,0.03,0.015680000000000017,0.015680000000000017,0.015680000000000017,KNN
14,0.05,0.015680000000000017,0.015680000000000017,0.015680000000000017,KNN
15,0.1,0.06881999999999998,0.06881999999999998,0.06881999999999998,KNN
16,0.15,0.06967999999999999,0.06967999999999999,0.06967999999999999,KNN
17,0.2,0.1684,0.16724,0.16724,KNN
18,0.01,0.009500000000000008,0.009840000000000008,0.010780000000000008,Ada
19,0.03,0.029120000000000028,0.028380000000000027,0.03128000000000003,Ada
20,0.05,0.04876000000000002,0.047740000000000025,0.05162000000000002,Ada
21,0.1,0.10282,0.09938,0.10462,Ada
22,0.15,0.1537,0.15162000000000003,0.15766000000000002,Ada
23,0.2,0.20450000000000004,0.20232,0.20865999999999998,Ada
24,0.01,0.01076000000000001,0.01076000000000001,0.01076000000000001,GNB
25,0.03,0.03278000000000003,0.03278000000000003,0.03278000000000003,GNB
26,0.05,0.053260000000000016,0.053260000000000016,0.053260000000000016,GNB
27,0.1,0.10313999999999997,0.10315999999999996,0.10315999999999996,GNB
28,0.15,0.15400000000000005,0.15400000000000005,0.15400000000000005,GNB
29,0.2,0.20698,0.207,0.207,GNB
30,0.01,0.010220000000000009,0.010300000000000009,0.010440000000000008,MPR
31,0.03,0.03068000000000003,0.029720000000000024,0.030500000000000027,MPR
32,0.05,0.04986000000000003,0.049800000000000025,0.050480000000000025,MPR
33,0.1,0.10137999999999998,0.10159999999999998,0.10257999999999998,MPR
34,0.15,0.15296,0.15376000000000004,0.15376000000000004,MPR
35,0.2,0.20427999999999996,0.20415999999999998,0.20415999999999998,MPR
36,0.01,0.01158000000000001,0.010340000000000007,0.01274000000000001,RF
37,0.03,0.032080000000000025,0.031220000000000026,0.038000000000000034,RF
38,0.05,0.05222000000000003,0.05148000000000001,0.060820000000000006,RF
39,0.1,0.10181999999999998,0.10333999999999999,0.11564,RF
40,0.15,0.15312000000000003,0.15272,0.16248,RF
41,0.2,0.20251999999999998,0.20358,0.20579999999999998,RF
42,0.01,0.009640000000000008,0.009640000000000008,0.009640000000000008,QDA
43,0.03,0.030200000000000025,0.030200000000000025,0.030200000000000025,QDA
44,0.05,0.050480000000000025,0.050480000000000025,0.050480000000000025,QDA
45,0.1,0.10257999999999998,0.10255999999999998,0.10255999999999998,QDA
46,0.15,0.15458000000000002,0.15458000000000002,0.15458000000000002,QDA
47,0.2,0.20592000000000002,0.20592000000000002,0.20592000000000002,QDA
