,eps,marg_err,inv_err,inv_m_err,algo
0,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,SVM
1,0.03,0.060476190476190475,0.06809523809523813,0.06809523809523813,SVM
2,0.05,0.08952380952380953,0.08904761904761907,0.09333333333333335,SVM
3,0.1,0.1319047619047619,0.13523809523809527,0.13952380952380955,SVM
4,0.15,0.17619047619047623,0.19142857142857145,0.19333333333333333,SVM
5,0.2,0.2342857142857143,0.23857142857142857,0.2414285714285714,SVM
6,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,DT
7,0.03,0.030952380952380953,0.030952380952380953,0.030952380952380953,DT
8,0.05,0.03142857142857143,0.030952380952380953,0.030952380952380953,DT
9,0.1,0.05238095238095238,0.03285714285714286,0.03333333333333334,DT
10,0.15,0.0919047619047619,0.05809523809523809,0.06142857142857143,DT
11,0.2,0.13904761904761906,0.09476190476190476,0.10095238095238095,DT
12,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,KNN
13,0.03,0.046666666666666676,0.04476190476190477,0.04476190476190477,KNN
14,0.05,0.06761904761904763,0.05904761904761906,0.06047619047619048,KNN
15,0.1,0.1147619047619048,0.08476190476190477,0.08904761904761907,KNN
16,0.15,0.15285714285714286,0.1161904761904762,0.12047619047619049,KNN
17,0.2,0.21857142857142858,0.17476190476190473,0.17904761904761907,KNN
18,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,Ada
19,0.03,0.053333333333333344,0.061428571428571443,0.061428571428571443,Ada
20,0.05,0.07619047619047621,0.08476190476190479,0.08523809523809525,Ada
21,0.1,0.10571428571428572,0.11142857142857143,0.11285714285714288,Ada
22,0.15,0.13000000000000003,0.1361904761904762,0.13714285714285715,Ada
23,0.2,0.16523809523809527,0.16952380952380955,0.17809523809523808,Ada
24,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,GNB
25,0.03,0.05619047619047619,0.05428571428571429,0.05428571428571429,GNB
26,0.05,0.07904761904761906,0.08190476190476192,0.08523809523809525,GNB
27,0.1,0.13142857142857145,0.12142857142857144,0.13000000000000003,GNB
28,0.15,0.1838095238095238,0.19095238095238096,0.1919047619047619,GNB
29,0.2,0.24095238095238097,0.24761904761904757,0.2576190476190476,GNB
30,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,MPR
31,0.03,0.05904761904761905,0.06666666666666668,0.06666666666666668,MPR
32,0.05,0.08809523809523812,0.09952380952380954,0.10523809523809527,MPR
33,0.1,0.13142857142857142,0.14380952380952386,0.15000000000000002,MPR
34,0.15,0.18142857142857144,0.19047619047619052,0.19333333333333336,MPR
35,0.2,0.2314285714285714,0.23761904761904767,0.24190476190476193,MPR
36,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,RF
37,0.03,0.07190476190476193,0.06095238095238096,0.06095238095238096,RF
38,0.05,0.09523809523809526,0.09952380952380953,0.11000000000000001,RF
39,0.1,0.1461904761904762,0.14571428571428574,0.15666666666666668,RF
40,0.15,0.1923809523809524,0.18809523809523812,0.19380952380952382,RF
41,0.2,0.23666666666666672,0.2304761904761905,0.24047619047619045,RF
42,0.01,0.030952380952380953,0.030952380952380953,0.030952380952380953,QDA
43,0.03,0.03190476190476191,0.0319047619047619,0.0319047619047619,QDA
44,0.05,0.03904761904761905,0.032380952380952385,0.03285714285714286,QDA
45,0.1,0.045238095238095244,0.0380952380952381,0.043333333333333335,QDA
46,0.15,0.05714285714285715,0.05142857142857142,0.05285714285714286,QDA
47,0.2,0.0642857142857143,0.06238095238095239,0.06380952380952382,QDA
